GSTIN,Transaction_Amount,Tax_Amount,ITC_Claimed,Transaction_Frequency,Filing_Delay,Invoice_Mismatch,Return_Filing_Status,Business_Type,Previous_Fraud_History,Fraud_Label
1743,58037,10446.66,8538.07,10,0,No,On_Time,Retailer,No,0
1744,233457,42022.26,36280.31,17,1,No,Delayed,Retailer,No,0
1745,492093,88576.74,82363.74,28,2,No,Delayed,Manufacturer,No,0
1746,190109,34219.62,52825.76,53,10,Yes,Delayed,Retailer,Yes,1
1747,116833,21029.94,15470.11,9,1,No,Delayed,Service,No,0
1748,150179,27032.22,24437.62,26,2,No,Delayed,Service,No,0
1749,315086,56715.48,105119.07,68,8,Yes,Delayed,Manufacturer,Yes,1
1750,39086,7035.48,6238.71,9,4,No,Delayed,Manufacturer,No,0
1751,325475,58585.5,42688.5,8,1,No,Delayed,Wholesaler,No,0
1752,293466,52823.88,80513.61,31,12,Yes,Delayed,Manufacturer,Yes,1
1753,156429,28157.22,23748.73,26,1,No,Delayed,Manufacturer,No,0
1754,168571,30342.78,25829.62,25,3,No,Delayed,Manufacturer,No,0
1755,283578,51044.04,49960.55,20,4,No,Delayed,Wholesaler,No,0
1756,289702,52146.36,74834.01,33,12,Yes,Delayed,Wholesaler,No,1
1757,39332,7079.76,5237.68,5,2,No,Delayed,Retailer,No,0
1758,430065,77411.7,73382.94,18,2,No,Delayed,Manufacturer,No,0
1759,403985,72717.3,127309.92,58,5,Yes,Delayed,Wholesaler,Yes,1
1760,49339,8881.02,11695.93,61,10,Yes,Delayed,Wholesaler,Yes,1
1761,479847,86372.46,77327.61,28,1,Yes,Delayed,Wholesaler,No,0
1762,395781,71240.58,52685.85,22,3,No,Delayed,Wholesaler,No,0
1763,151691,27304.38,19122.76,25,1,No,Delayed,Service,No,0
1764,450924,81166.32,77876.35,22,1,No,Delayed,Service,No,0
1765,127996,23039.28,20594.9,8,2,No,Delayed,Wholesaler,No,0
1766,407597,73367.46,62043.52,19,1,No,Delayed,Wholesaler,No,0
1767,209591,37726.38,47963.19,68,9,Yes,Delayed,Manufacturer,No,1
1768,322683,58082.94,84290.82,36,10,No,Delayed,Wholesaler,Yes,1
1769,462974,83335.32,67171.35,24,2,No,Delayed,Manufacturer,No,0
1770,304358,54784.44,104341.12,36,6,Yes,Delayed,Manufacturer,Yes,1
1771,124897,22481.46,16802.12,17,1,No,Delayed,Service,No,0
1772,287906,51823.08,98603.04,44,12,Yes,Delayed,Retailer,Yes,1
1773,335374,60367.32,57767.19,19,0,No,On_Time,Manufacturer,No,0
1774,114292,20572.56,20015.72,15,1,No,Delayed,Wholesaler,No,0
1775,384695,69245.1,132227.78,59,6,No,Delayed,Manufacturer,Yes,1
1776,400857,72154.26,62445.37,27,4,No,Delayed,Retailer,No,0
1777,293774,52879.32,49258.3,23,2,No,Delayed,Wholesaler,No,0
1778,384311,69175.98,51166.21,21,0,No,On_Time,Wholesaler,No,0
1779,140466,25283.88,24526.4,19,4,Yes,Delayed,Manufacturer,No,0
1780,391691,70504.38,62620.21,18,1,No,Delayed,Manufacturer,No,0
1781,412214,74198.52,62020.66,21,4,No,Delayed,Service,No,0
1782,82782,14900.76,13805.02,21,0,No,On_Time,Service,No,0
1783,217580,39164.4,30458.4,21,4,No,Delayed,Service,No,0
1784,21017,3783.06,3373.74,23,0,No,On_Time,Retailer,No,0
1785,237629,42773.22,35238.89,13,0,No,On_Time,Manufacturer,No,0
1786,428712,77168.16,101378.7,54,10,Yes,Delayed,Wholesaler,Yes,1
1787,420423,75676.14,56538.12,28,3,No,Delayed,Wholesaler,No,0
1788,422492,76048.56,67543.71,10,2,No,Delayed,Manufacturer,No,0
1789,468773,84379.14,68849.74,28,0,No,On_Time,Manufacturer,Yes,0
1790,84123,15142.14,16794.19,68,14,Yes,Delayed,Manufacturer,Yes,1
1791,331768,59718.24,57180.08,17,3,No,Delayed,Retailer,No,0
1792,343964,61913.52,54251.02,22,3,No,Delayed,Wholesaler,No,0
1793,256222,46119.96,33060.19,14,3,No,Delayed,Service,No,0
1794,431743,77713.74,69141.12,29,4,No,Delayed,Service,No,0
1795,401407,72253.26,51663.62,26,4,No,Delayed,Retailer,No,0
1796,329586,59325.48,112887.67,36,10,Yes,Delayed,Manufacturer,No,1
1797,455988,82077.84,151833.54,51,12,Yes,Delayed,Manufacturer,Yes,1
1798,28768,5178.24,5061.11,20,2,No,Delayed,Wholesaler,No,0
1799,296076,53293.68,47515.5,22,3,Yes,Delayed,Wholesaler,No,0
1800,414983,74696.94,83752.66,67,9,Yes,Delayed,Service,Yes,1
1801,259643,46735.74,35400.53,27,0,No,On_Time,Manufacturer,No,0
1802,243867,43896.06,40251.81,11,1,No,Delayed,Service,No,0
1803,300218,54039.24,39905.0,6,0,No,On_Time,Service,No,0
1804,456296,82133.28,63663.18,24,2,No,Delayed,Service,No,0
1805,305493,54988.74,47147.37,9,0,Yes,On_Time,Retailer,No,0
1806,279357,50284.26,45246.91,12,2,No,Delayed,Wholesaler,No,0
1807,49601,8928.18,17852.08,69,5,Yes,Delayed,Retailer,Yes,1
1808,151553,27279.54,54481.72,52,12,Yes,Delayed,Wholesaler,Yes,1
1809,217866,39215.88,27902.22,6,0,No,On_Time,Manufacturer,No,0
1810,346698,62405.64,48367.69,24,1,No,Delayed,Retailer,No,0
1811,323658,58258.44,113716.9,52,14,Yes,Delayed,Wholesaler,Yes,1
1812,399821,71967.78,121262.61,65,9,Yes,Delayed,Retailer,Yes,1
1813,189412,34094.16,30811.49,7,1,No,Delayed,Service,No,0
1814,79893,14380.74,17273.39,47,8,Yes,Delayed,Manufacturer,Yes,1
1815,435840,78451.2,128927.76,39,11,Yes,Delayed,Retailer,Yes,1
1816,430628,77513.04,57094.37,28,0,No,On_Time,Service,No,0
1817,24429,4397.22,3826.25,11,1,No,Delayed,Retailer,No,0
1818,47310,8515.8,6644.83,29,4,No,Delayed,Manufacturer,No,0
1819,440423,79276.14,72870.44,16,1,No,Delayed,Manufacturer,No,0
1820,280013,50402.34,47211.49,6,0,No,On_Time,Service,No,0
1821,91948,16550.64,30011.04,45,11,Yes,Delayed,Manufacturer,No,1
1822,490891,88360.38,82516.96,10,4,No,Delayed,Service,No,0
1823,205543,36997.74,29276.67,11,0,No,On_Time,Manufacturer,No,0
1824,287354,51723.72,42867.78,23,3,No,Delayed,Retailer,No,0
1825,396620,71391.6,55343.32,11,0,No,On_Time,Retailer,No,0
1826,357909,64423.62,79240.59,57,5,Yes,Delayed,Manufacturer,Yes,1
1827,322371,58026.78,44822.06,13,2,No,Delayed,Retailer,No,0
1828,426740,76813.2,72726.35,21,4,No,Delayed,Service,No,0
1829,497171,89490.78,71568.85,24,4,No,Delayed,Retailer,No,0
1830,338345,60902.1,52216.92,24,0,No,On_Time,Retailer,No,0
1831,174909,31483.62,28269.3,20,3,No,Delayed,Retailer,No,0
1832,20514,3692.52,3558.61,19,3,No,Delayed,Manufacturer,No,0
1833,118684,21363.12,15248.17,17,2,No,Delayed,Retailer,No,0
1834,473598,85247.64,74382.61,21,2,No,Delayed,Manufacturer,No,0
1835,288187,51873.66,49685.2,21,0,No,On_Time,Service,No,0
1836,440282,79250.76,67017.43,6,1,No,Delayed,Service,No,0
1837,210919,37965.42,68479.72,52,14,Yes,Delayed,Service,Yes,1
1838,184469,33204.42,28174.57,13,0,No,On_Time,Retailer,No,0
1839,173543,31237.74,22856.8,10,2,No,Delayed,Manufacturer,No,0
1840,331465,59663.7,55260.09,15,3,No,Delayed,Service,No,0
1841,179251,32265.18,23835.94,5,4,No,Delayed,Manufacturer,No,0
1842,36751,6615.18,5759.92,13,1,No,Delayed,Service,No,0
1843,236090,42496.2,35632.52,7,2,No,Delayed,Manufacturer,No,0
1844,449717,80949.06,139000.99,36,6,Yes,Delayed,Wholesaler,Yes,1
1845,491127,88402.86,76376.28,15,1,No,Delayed,Wholesaler,No,0
1846,156826,28228.68,24184.1,28,0,No,On_Time,Retailer,No,0
1847,342246,61604.28,48397.04,8,3,No,Delayed,Retailer,No,0
1848,402573,72463.14,102250.15,43,8,Yes,Delayed,Wholesaler,Yes,1
1849,198726,35770.68,33640.49,28,4,No,Delayed,Manufacturer,No,0
1850,190645,34316.1,30319.03,21,2,No,Delayed,Service,No,0
1851,146016,26282.88,18516.68,11,1,No,Delayed,Retailer,No,0
1852,406474,73165.32,67666.98,16,1,No,Delayed,Service,No,0
1853,425769,76638.42,67849.59,28,4,No,Delayed,Service,No,0
1854,350343,63061.74,111673.38,56,13,Yes,Delayed,Wholesaler,No,1
1855,491864,88535.52,68597.88,23,3,No,Delayed,Retailer,No,0
1856,108408,19513.44,16056.18,22,3,No,Delayed,Retailer,No,0
1857,467426,84136.68,75512.65,19,4,No,Delayed,Wholesaler,No,0
1858,295906,53263.08,48405.78,21,1,No,Delayed,Manufacturer,No,0
1859,431441,77659.38,71915.17,24,3,No,Delayed,Retailer,No,0
1860,445703,80226.54,59774.84,8,4,No,Delayed,Service,No,0
1861,67175,12091.5,23513.17,62,14,Yes,Delayed,Manufacturer,Yes,1
1862,319222,57459.96,47898.09,5,1,No,Delayed,Retailer,No,0
1863,256200,46116.0,41641.86,26,0,No,On_Time,Manufacturer,No,0
1864,193258,34786.44,32501.73,27,1,Yes,Delayed,Service,No,0
1865,194544,35017.92,26078.89,10,4,No,Delayed,Retailer,No,0
1866,453833,81689.94,79486.31,8,4,No,Delayed,Retailer,No,0
1867,476516,85772.88,80935.89,20,3,No,Delayed,Service,No,0
1868,43892,7900.56,6533.42,22,1,No,Delayed,Wholesaler,No,0
1869,333860,60094.8,93316.42,33,8,Yes,Delayed,Manufacturer,No,1
1870,284541,51217.38,95547.16,63,11,Yes,Delayed,Service,Yes,1
1871,464988,83697.84,66015.47,20,0,No,On_Time,Retailer,Yes,0
1872,104826,18868.68,13990.31,6,4,No,Delayed,Retailer,No,0
1873,65612,11810.16,9699.81,21,0,No,On_Time,Service,No,0
1874,403137,72564.66,66521.38,21,2,No,Delayed,Manufacturer,No,0
1875,124560,22420.8,17173.4,26,1,No,Delayed,Retailer,No,0
1876,455899,82061.82,69398.91,15,1,Yes,Delayed,Manufacturer,No,0
1877,485485,87387.3,65997.33,14,3,Yes,Delayed,Wholesaler,No,0
1878,97948,17630.64,14254.99,16,1,No,Delayed,Wholesaler,No,0
1879,64437,11598.66,10129.74,25,2,Yes,Delayed,Manufacturer,No,0
1880,368577,66343.86,48691.32,13,2,No,Delayed,Retailer,No,0
1881,61644,11095.92,9013.78,8,1,No,Delayed,Retailer,No,0
1882,184588,33225.84,28862.74,10,4,No,Delayed,Manufacturer,No,0
1883,441231,79421.58,63829.7,28,0,Yes,On_Time,Service,No,0
1884,313075,56353.5,44234.23,17,0,No,On_Time,Retailer,No,0
1885,265564,47801.52,74224.54,42,9,Yes,Delayed,Service,Yes,1
1886,473144,85165.92,71021.52,10,1,No,Delayed,Manufacturer,No,0
1887,223321,40197.78,31759.15,7,1,No,Delayed,Retailer,No,0
1888,288060,51850.8,48519.67,7,1,No,Delayed,Service,No,0
1889,326689,58804.02,54909.54,18,1,No,Delayed,Retailer,No,0
1890,120777,21739.86,17166.16,29,4,No,Delayed,Service,No,0
1891,141074,25393.32,19641.81,26,0,No,On_Time,Manufacturer,No,0
1892,156109,28099.62,53754.64,41,9,Yes,Delayed,Retailer,No,1
1893,365437,65778.66,82583.9,37,8,No,Delayed,Retailer,Yes,1
1894,206701,37206.18,35778.77,20,2,No,Delayed,Manufacturer,No,0
1895,491930,88547.4,62963.94,13,3,No,Delayed,Service,No,0
1896,262313,47216.34,37289.47,17,3,No,Delayed,Service,No,0
1897,324444,58399.92,41686.91,25,1,No,Delayed,Retailer,No,0
1898,384472,69204.96,130135.56,49,5,Yes,Delayed,Wholesaler,Yes,1
1899,348877,62797.86,59475.77,20,1,No,Delayed,Retailer,No,0
1900,80658,14518.44,12065.98,24,2,No,Delayed,Service,No,0
1901,141632,25493.76,21638.47,5,2,No,Delayed,Manufacturer,No,0
1902,85542,15397.56,14410.81,5,4,No,Delayed,Service,No,0
1903,305657,55018.26,47781.83,10,0,No,On_Time,Service,No,0
1904,437709,78787.62,73415.8,26,0,No,On_Time,Manufacturer,No,0
1905,42583,7664.94,6122.4,13,1,No,Delayed,Retailer,No,0
1906,22120,3981.6,7263.83,44,5,Yes,Delayed,Retailer,Yes,1
1907,187443,33739.74,54717.88,47,7,Yes,Delayed,Wholesaler,No,1
1908,453098,81557.64,72193.03,15,0,No,On_Time,Retailer,No,0
1909,446572,80382.96,64058.02,19,4,No,Delayed,Service,No,0
1910,79672,14340.96,11161.69,6,2,No,Delayed,Retailer,No,0
1911,283306,50995.08,40785.52,24,0,No,On_Time,Service,No,0
1912,480066,86411.88,79667.04,12,4,No,Delayed,Manufacturer,No,0
1913,260272,46848.96,32832.47,23,0,No,On_Time,Service,No,0
1914,494716,89048.88,73447.9,16,1,Yes,Delayed,Retailer,No,0
1915,226915,40844.7,31633.65,25,0,No,On_Time,Manufacturer,No,0
1916,142797,25703.46,18556.14,7,3,No,Delayed,Wholesaler,No,0
1917,104488,18807.84,15522.48,9,4,No,Delayed,Retailer,No,0
1918,407941,73429.38,111406.78,45,5,Yes,Delayed,Retailer,Yes,1
1919,257481,46346.58,70173.61,44,14,Yes,Delayed,Wholesaler,Yes,1
1920,152487,27447.66,22672.17,19,2,No,Delayed,Retailer,No,0
1921,274546,49418.28,77565.4,37,11,Yes,Delayed,Wholesaler,Yes,1
1922,294764,53057.52,39853.36,5,0,No,On_Time,Wholesaler,No,0
1923,404911,72883.98,106858.15,42,6,Yes,Delayed,Service,Yes,1
1924,468762,84377.16,139789.89,44,14,Yes,Delayed,Service,Yes,1
1925,107919,19425.42,17346.87,21,3,No,Delayed,Service,No,0
1926,361441,65059.38,57459.43,11,0,Yes,On_Time,Retailer,No,0
1927,180923,32566.14,31879.84,26,3,No,Delayed,Wholesaler,No,0
1928,410905,73962.9,70029.26,11,3,No,Delayed,Retailer,No,0
1929,211002,37980.36,28620.39,24,4,No,Delayed,Wholesaler,No,0
1930,251382,45248.76,40448.79,27,4,No,Delayed,Retailer,No,0
1931,285890,51460.2,41930.11,5,0,No,On_Time,Service,No,0
1932,330326,59458.68,114186.36,37,10,Yes,Delayed,Wholesaler,Yes,1
1933,68601,12348.18,23782.38,38,11,Yes,Delayed,Wholesaler,Yes,1
1934,34544,6217.92,5173.72,24,1,No,Delayed,Manufacturer,No,0
1935,385903,69462.54,52884.37,17,4,No,Delayed,Service,No,0
1936,14507,2611.26,2531.52,26,1,No,Delayed,Retailer,No,0
1937,407693,73384.74,60858.39,24,0,No,On_Time,Manufacturer,No,0
1938,179169,32250.42,53738.79,38,9,Yes,Delayed,Wholesaler,Yes,1
1939,222153,39987.54,30698.2,17,2,No,Delayed,Service,No,0
1940,298889,53800.02,39118.49,17,3,No,Delayed,Manufacturer,No,0
1941,433913,78104.34,61774.09,8,3,No,Delayed,Service,No,0
1942,323673,58261.14,48580.46,7,1,No,Delayed,Service,No,0
1943,428503,77130.54,66083.08,29,1,No,Delayed,Wholesaler,No,0
1944,90770,16338.6,25938.9,66,7,Yes,Delayed,Manufacturer,Yes,1
1945,333502,60030.36,44299.09,14,0,No,On_Time,Manufacturer,No,0
1946,65006,11701.08,9523.02,24,1,No,Delayed,Manufacturer,No,0
1947,402300,72414.0,61012.54,10,0,No,On_Time,Manufacturer,No,0
1948,394784,71061.12,138138.14,56,13,No,Delayed,Retailer,Yes,1
1949,141436,25458.48,50183.06,57,12,Yes,Delayed,Service,Yes,1
1950,183101,32958.18,26237.63,15,0,No,On_Time,Retailer,No,0
1951,160714,28928.52,22992.25,29,2,No,Delayed,Retailer,No,0
1952,391838,70530.84,68490.48,18,3,No,Delayed,Retailer,No,0
1953,414189,74554.02,66143.81,19,1,No,Delayed,Wholesaler,No,0
1954,155152,27927.36,51662.51,51,14,Yes,Delayed,Retailer,Yes,1
1955,258430,46517.4,45365.89,25,4,No,Delayed,Service,No,0
1956,145797,26243.46,21374.3,26,4,No,Delayed,Retailer,No,0
1957,362895,65321.1,52217.6,9,1,Yes,Delayed,Wholesaler,No,0
1958,324281,58370.58,47890.1,22,0,No,On_Time,Manufacturer,No,0
1959,198992,35818.56,31150.82,10,0,No,On_Time,Retailer,No,0
1960,139380,25088.4,19021.79,29,0,No,On_Time,Retailer,No,0
1961,254288,45771.84,36410.84,28,0,No,On_Time,Service,No,0
1962,185746,33434.28,24888.0,15,4,Yes,Delayed,Wholesaler,No,0
1963,89803,16164.54,12640.98,21,0,No,On_Time,Retailer,No,0
1964,154938,27888.84,21845.88,8,0,No,On_Time,Manufacturer,No,0
1965,276656,49798.08,39087.44,27,3,No,Delayed,Manufacturer,Yes,0
1966,74591,13426.38,11860.51,5,0,No,On_Time,Wholesaler,No,0
1967,367851,66213.18,59380.15,23,2,No,Delayed,Retailer,No,0
1968,232426,41836.68,30432.0,13,2,No,Delayed,Manufacturer,No,0
1969,418916,75404.88,57725.16,11,3,No,Delayed,Wholesaler,No,0
1970,337370,60726.6,58560.58,8,0,No,On_Time,Manufacturer,No,0
1971,273653,49257.54,40973.4,15,2,No,Delayed,Retailer,No,0
1972,350611,63109.98,78632.11,50,14,Yes,Delayed,Manufacturer,Yes,1
1973,422332,76019.76,68469.57,27,1,No,Delayed,Retailer,No,0
1974,369267,66468.06,53787.56,6,0,No,On_Time,Service,No,0
1975,131292,23632.56,19948.42,20,2,No,Delayed,Retailer,No,0
1976,242061,43570.98,37870.53,29,0,No,On_Time,Manufacturer,No,0
1977,55708,10027.44,8672.4,13,2,No,Delayed,Service,No,0
1978,143692,25864.56,22169.08,22,1,No,Delayed,Wholesaler,No,0
1979,165146,29726.28,23191.03,11,4,No,Delayed,Service,No,0
1980,91371,16446.78,14915.58,20,2,No,Delayed,Wholesaler,No,0
1981,112192,20194.56,15840.4,21,3,No,Delayed,Manufacturer,No,0
1982,84723,15250.14,23818.48,32,14,Yes,Delayed,Retailer,Yes,1
1983,494441,88999.38,73109.25,17,3,No,Delayed,Manufacturer,No,0
1984,314465,56603.7,53315.44,7,4,No,Delayed,Service,No,0
1985,298999,53819.82,44362.58,8,1,No,Delayed,Service,No,0
1986,150547,27098.46,22968.7,16,2,No,Delayed,Retailer,No,0
1987,402977,72535.86,55164.63,25,1,No,Delayed,Manufacturer,No,0
1988,312146,56186.28,42645.27,29,0,No,On_Time,Manufacturer,No,0
1989,309395,55691.1,46011.86,22,2,Yes,Delayed,Wholesaler,No,0
1990,232036,41766.48,74534.2,33,9,Yes,Delayed,Manufacturer,Yes,1
1991,71480,12866.4,19464.1,67,12,Yes,Delayed,Wholesaler,Yes,1
1992,425547,76598.46,74717.58,24,4,No,Delayed,Manufacturer,Yes,0
1993,397405,71532.9,62310.07,18,3,No,Delayed,Wholesaler,No,0
1994,347291,62512.38,55149.72,10,0,No,On_Time,Retailer,No,0
1995,309087,55635.66,39257.24,20,0,No,On_Time,Manufacturer,No,0
1996,404718,72849.24,51157.82,22,3,No,Delayed,Wholesaler,No,0
1997,105852,19053.36,27880.44,62,6,Yes,Delayed,Manufacturer,No,1
1998,418124,75262.32,69699.97,28,4,No,Delayed,Manufacturer,No,0
1999,355695,64025.1,74941.66,36,5,Yes,Delayed,Wholesaler,Yes,1
2000,330974,59575.32,50758.52,6,4,No,Delayed,Service,No,0
2001,96649,17396.82,16787.69,8,1,No,Delayed,Wholesaler,No,0
2002,10916,1964.88,1647.12,28,1,No,Delayed,Service,No,0
2003,328505,59130.9,77774.28,38,7,Yes,Delayed,Service,Yes,1
2004,207298,37313.64,36140.18,22,4,No,Delayed,Wholesaler,No,0
2005,87256,15706.08,26330.22,36,9,Yes,Delayed,Service,Yes,1
2006,456880,82238.4,76919.55,25,3,No,Delayed,Manufacturer,No,0
2007,442600,79668.0,75283.97,23,3,Yes,Delayed,Retailer,No,0
2008,471328,84839.04,152844.19,67,8,Yes,Delayed,Wholesaler,Yes,1
2009,228961,41212.98,33567.96,8,0,No,On_Time,Manufacturer,No,0
2010,417962,75233.16,63362.22,26,1,No,Delayed,Retailer,No,0
2011,464623,83632.14,66728.73,27,4,No,Delayed,Retailer,No,0
2012,85320,15357.6,28236.14,51,6,Yes,Delayed,Service,Yes,1
2013,239920,43185.6,76511.17,33,8,Yes,Delayed,Wholesaler,Yes,1
2014,283672,51060.96,45407.38,21,3,No,Delayed,Wholesaler,No,0
2015,187788,33801.84,28600.46,5,3,No,Delayed,Wholesaler,No,0
2016,329055,59229.9,112849.89,47,5,No,Delayed,Manufacturer,Yes,1
2017,495369,89166.42,87318.75,9,2,No,Delayed,Manufacturer,No,0
2018,65918,11865.24,9369.4,29,0,No,On_Time,Retailer,No,0
2019,119935,21588.3,41270.88,67,10,Yes,Delayed,Manufacturer,Yes,1
2020,266587,47985.66,43591.97,29,4,No,Delayed,Service,No,0
2021,116242,20923.56,18692.57,29,1,No,Delayed,Retailer,No,0
2022,244417,43995.06,32184.52,8,4,No,Delayed,Wholesaler,No,0
2023,459732,82751.76,140728.97,52,11,Yes,Delayed,Manufacturer,Yes,1
2024,355653,64017.54,121926.23,42,13,Yes,Delayed,Manufacturer,Yes,1
2025,467301,84114.18,144695.65,52,10,Yes,Delayed,Retailer,Yes,1
2026,330991,59578.38,42909.79,25,2,No,Delayed,Wholesaler,No,0
2027,339408,61093.44,108623.01,33,9,Yes,Delayed,Manufacturer,Yes,1
2028,370701,66726.18,75702.55,53,9,Yes,Delayed,Manufacturer,Yes,1
2029,366440,65959.2,46752.2,25,1,No,Delayed,Wholesaler,No,0
2030,226351,40743.18,65401.78,37,6,Yes,Delayed,Retailer,Yes,1
2031,119920,21585.6,20940.48,17,0,No,On_Time,Manufacturer,No,0
2032,193011,34741.98,30301.01,12,2,No,Delayed,Manufacturer,No,0
2033,374970,67494.6,53136.94,10,0,No,On_Time,Manufacturer,No,0
2034,310178,55832.04,52878.06,15,0,No,On_Time,Manufacturer,No,0
2035,444895,80081.1,63769.72,24,4,Yes,Delayed,Wholesaler,No,0
2036,423270,76188.6,60911.35,8,3,No,Delayed,Manufacturer,No,0
2037,120290,21652.2,15252.65,13,4,No,Delayed,Wholesaler,No,0
2038,41541,7477.38,6452.4,9,2,No,Delayed,Wholesaler,No,0
2039,226908,40843.44,29215.79,23,0,No,On_Time,Retailer,No,0
2040,495825,89248.5,65965.51,20,2,No,Delayed,Retailer,No,0
2041,494103,88938.54,66730.65,15,0,No,On_Time,Service,No,0
2042,114180,20552.4,39525.45,48,12,Yes,Delayed,Wholesaler,Yes,1
2043,207687,37383.66,33872.1,28,2,No,Delayed,Retailer,No,0
2044,211587,38085.66,34568.78,6,1,No,Delayed,Retailer,No,0
2045,211891,38140.38,46354.65,57,10,Yes,Delayed,Retailer,Yes,1
2046,348264,62687.52,59357.61,10,1,No,Delayed,Wholesaler,No,0
2047,109596,19727.28,15971.81,29,0,No,On_Time,Service,No,0
2048,185544,33397.92,29438.56,27,4,No,Delayed,Manufacturer,No,0
2049,477705,85986.9,112369.89,39,7,Yes,Delayed,Retailer,Yes,1
2050,138140,24865.2,23898.93,10,3,No,Delayed,Retailer,No,0
2051,238870,42996.6,66227.43,48,10,Yes,Delayed,Service,Yes,1
2052,458402,82512.36,63848.85,5,3,No,Delayed,Manufacturer,No,0
2053,467442,84139.56,103677.17,35,11,Yes,Delayed,Retailer,Yes,1
2054,441247,79424.46,144599.98,34,13,Yes,Delayed,Retailer,Yes,1
2055,257652,46377.36,92367.07,57,6,Yes,Delayed,Retailer,Yes,1
2056,236022,42483.96,30411.05,22,0,No,On_Time,Retailer,No,0
2057,335499,60389.82,100363.98,68,6,Yes,Delayed,Manufacturer,Yes,1
2058,403781,72680.58,60067.51,16,2,No,Delayed,Wholesaler,No,0
2059,378664,68159.52,55445.06,24,1,No,Delayed,Service,No,0
2060,367054,66069.72,58493.24,7,4,No,Delayed,Retailer,No,0
2061,355805,64044.9,94148.18,64,14,Yes,Delayed,Wholesaler,Yes,1
2062,255358,45964.44,85411.64,45,6,Yes,Delayed,Service,Yes,1
2063,41017,7383.06,12759.34,44,12,Yes,Delayed,Wholesaler,Yes,1
2064,11391,2050.38,1669.43,12,0,No,On_Time,Wholesaler,No,0
2065,55647,10016.46,7052.23,28,3,No,Delayed,Manufacturer,No,0
2066,497625,89572.5,73486.67,8,0,No,On_Time,Service,No,0
2067,62870,11316.6,10900.72,7,0,No,On_Time,Manufacturer,No,0
2068,290943,52369.74,42334.34,8,0,No,On_Time,Wholesaler,No,0
2069,318697,57365.46,48984.04,7,4,No,Delayed,Manufacturer,No,0
2070,99233,17861.94,14086.8,20,0,No,On_Time,Manufacturer,No,0
2071,97212,17498.16,14652.47,11,4,Yes,Delayed,Service,No,0
2072,177731,31991.58,26048.49,5,2,No,Delayed,Retailer,No,0
2073,345787,62241.66,44347.5,28,0,No,On_Time,Manufacturer,No,0
2074,161786,29121.48,25841.57,15,2,No,Delayed,Service,No,0
2075,220015,39602.7,70971.29,55,11,Yes,Delayed,Retailer,Yes,1
2076,52464,9443.52,7763.98,26,3,No,Delayed,Wholesaler,No,0
2077,332176,59791.68,43625.45,25,0,No,On_Time,Manufacturer,No,0
2078,195964,35273.52,34345.07,19,0,No,On_Time,Manufacturer,No,0
2079,239820,43167.6,34560.62,20,1,No,Delayed,Retailer,No,0
2080,272640,49075.2,93927.14,59,14,No,Delayed,Retailer,Yes,1
2081,59810,10765.8,12455.35,44,12,Yes,Delayed,Service,No,1
2082,168145,30266.1,28643.24,11,2,No,Delayed,Service,No,0
2083,72999,13139.82,9672.41,8,4,No,Delayed,Retailer,No,0
2084,375213,67538.34,111013.96,48,14,Yes,Delayed,Wholesaler,Yes,1
2085,81325,14638.5,16351.72,36,5,No,Delayed,Retailer,Yes,1
2086,69980,12596.4,11318.75,9,4,No,Delayed,Wholesaler,No,0
2087,323811,58285.98,48679.68,17,4,No,Delayed,Service,No,0
2088,93038,16746.84,14793.11,26,4,No,Delayed,Retailer,No,0
2089,262097,47177.46,63493.49,45,7,Yes,Delayed,Retailer,No,1
2090,375208,67537.44,60896.82,14,2,No,Delayed,Service,No,0
2091,456742,82213.56,117347.77,49,6,Yes,Delayed,Retailer,Yes,1
2092,24925,4486.5,3703.55,17,3,No,Delayed,Retailer,No,0
2093,326615,58790.7,48943.24,26,1,No,Delayed,Manufacturer,No,0
2094,60818,10947.24,8694.4,14,4,No,Delayed,Manufacturer,No,0
2095,205428,36977.04,25994.42,12,2,No,Delayed,Wholesaler,No,0
2096,321032,57785.76,42218.17,25,2,No,Delayed,Wholesaler,No,0
2097,144042,25927.56,25213.33,21,0,No,On_Time,Wholesaler,No,0
2098,402690,72484.2,59891.97,9,2,No,Delayed,Manufacturer,No,0
2099,26978,4856.04,6109.41,61,5,Yes,Delayed,Wholesaler,Yes,1
2100,255720,46029.6,36445.13,11,3,No,Delayed,Retailer,No,0
2101,291620,52491.6,50936.95,13,1,No,Delayed,Manufacturer,No,0
2102,410723,73930.14,119293.53,63,6,Yes,Delayed,Retailer,Yes,1
2103,93030,16745.4,22677.44,63,14,Yes,Delayed,Manufacturer,Yes,1
2104,75018,13503.24,16577.39,38,6,Yes,Delayed,Manufacturer,Yes,1
2105,343618,61851.24,120952.93,60,10,Yes,Delayed,Service,No,1
2106,209756,37756.08,31115.91,10,1,No,Delayed,Wholesaler,No,0
2107,206681,37202.58,28031.94,5,3,No,Delayed,Service,Yes,0
2108,214120,38541.6,44040.49,33,11,No,Delayed,Wholesaler,Yes,1
2109,12881,2318.58,2029.83,22,1,No,Delayed,Service,No,0
2110,277885,50019.3,40731.04,23,1,No,Delayed,Retailer,No,0
2111,460357,82864.26,130664.55,47,11,Yes,Delayed,Service,Yes,1
2112,129107,23239.26,18110.89,17,2,No,Delayed,Retailer,No,0
